minute,participantId,totalGold,level,xp,minionsKilled,jungleMinionsKilled,gameId,queue,teamId,win,champion_name,role,lane,summonerName
15,9,4380,8,4704,81,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
16,9,4607,8,4971,87,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
17,9,4751,9,5107,88,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
18,9,5013,9,5483,96,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
19,9,5637,9,6023,104,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
20,9,6278,10,6365,107,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
21,9,6543,10,6832,113,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
22,9,6818,10,7021,118,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
23,9,7199,11,7385,129,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
24,9,7545,11,7707,138,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
25,9,8567,11,8235,138,4,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
26,9,8715,11,8327,138,8,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
27,9,8955,11,8480,141,8,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
28,9,9255,12,8616,145,8,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
29,9,9844,12,9525,160,8,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
30,9,9966,12,9692,160,8,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
31,9,10278,13,10047,162,8,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
32,9,11216,14,11753,166,8,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
33,9,11617,14,12114,168,16,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
34,9,12269,14,12474,170,16,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
35,9,12366,14,12474,170,16,3834857956,Clash games,Red,True,Kaisa,DUO_CARRY,BOTTOM,AerialBlast
0,3,500,1,0,0,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
1,3,500,1,0,0,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
2,3,556,1,181,1,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
3,3,900,3,815,11,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
4,3,1198,4,1446,21,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
5,3,1474,5,2020,27,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
6,3,1737,6,2443,34,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
7,3,2002,6,2884,40,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
8,3,2341,7,3702,53,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
9,3,2798,7,3839,54,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
10,3,3109,8,4380,65,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
11,3,4047,9,5104,76,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
12,3,5563,9,5643,83,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
13,3,5946,9,5848,86,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
14,3,6068,9,5848,86,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
15,3,6353,10,6482,95,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
16,3,6688,10,6906,103,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
17,3,7099,11,7517,116,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
18,3,7466,11,8091,126,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
19,3,8236,11,8363,128,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
20,3,8408,11,8375,128,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
21,3,9050,12,9046,140,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
22,3,9451,12,9681,152,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
23,3,9853,13,10254,164,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
24,3,10171,13,10768,172,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
25,3,10758,13,11311,172,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
26,3,11125,14,11884,183,0,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
27,3,11804,14,12826,196,4,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
28,3,12114,15,13312,203,4,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
29,3,12651,15,14126,219,4,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
30,3,12883,15,14239,226,4,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
31,3,13103,15,14572,232,4,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
32,3,13268,16,14811,234,4,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
33,3,13390,16,14939,234,4,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
34,3,14282,16,15145,234,4,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
35,3,14329,16,15145,234,4,3834857956,Clash games,Blue,False,MonkeyKing,SOLO,TOP,DJisKxng
0,5,500,1,0,0,0,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
1,5,500,1,0,0,0,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
2,5,659,2,417,0,5,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
3,5,1028,3,833,0,16,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
4,5,1328,4,1301,0,24,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
5,5,1575,4,1595,0,28,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
6,5,1868,5,1959,0,36,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
7,5,2088,5,2199,0,40,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
8,5,2410,6,2694,0,48,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
9,5,2608,6,2838,0,48,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
10,5,3000,7,3430,0,60,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
11,5,3568,7,3941,0,64,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
12,5,4039,8,4501,1,68,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
13,5,4304,8,4777,1,72,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
14,5,4512,8,4956,1,76,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
15,5,5471,9,5696,1,85,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
16,5,5793,10,6294,1,93,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
17,5,6011,10,6482,1,97,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
18,5,6538,10,6971,5,97,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
19,5,6846,11,7485,5,105,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
20,5,7090,11,7724,8,105,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
21,5,7355,11,7764,11,107,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
22,5,7693,11,8404,11,117,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
23,5,7850,12,8592,13,118,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
24,5,8094,12,8922,15,121,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
25,5,8216,12,9105,15,121,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
26,5,8423,12,9294,15,125,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
27,5,8631,12,9536,15,129,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
28,5,8828,12,9921,15,133,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
29,5,9120,13,10402,15,141,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
30,5,9271,13,10864,17,141,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
31,5,9563,13,11295,17,149,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
32,5,9909,14,11724,24,151,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
33,5,10146,14,12000,25,155,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
34,5,10318,14,12207,25,155,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
35,5,10365,14,12207,25,155,3834857956,Clash games,Blue,False,Olaf,NONE,JUNGLE,pkfireyuh
0,6,500,1,0,0,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
1,6,500,1,0,0,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
2,6,577,1,113,0,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
3,6,772,2,412,0,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
4,6,1007,3,733,0,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
5,6,1235,4,1260,1,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
6,6,1450,4,1579,1,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
7,6,2085,5,1760,1,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
8,6,2226,5,2068,1,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
9,6,2426,6,2406,1,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
10,6,3053,7,3180,8,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
11,6,3243,7,3293,8,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
12,6,3519,7,3631,9,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
13,6,4109,7,3936,9,0,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
14,6,4894,8,4199,9,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
15,6,5065,8,4386,10,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
16,6,5235,8,4653,11,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
17,6,5497,9,5120,17,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
18,6,5637,9,5346,17,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
19,6,5927,9,5885,17,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
20,6,6178,10,6230,19,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
21,6,6684,10,6569,24,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
22,6,6866,10,6819,26,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
23,6,7007,10,7183,26,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
24,6,7148,11,7352,26,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
25,6,7494,11,7920,27,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
26,6,7634,11,8164,27,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
27,6,7775,11,8486,27,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
28,6,8024,12,8834,30,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
29,6,8192,12,8990,32,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
30,6,8607,12,9429,43,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
31,6,8778,12,9746,44,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
32,6,9596,14,11456,45,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
33,6,9938,14,11907,53,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
34,6,10413,14,12267,55,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
35,6,10959,14,12980,56,4,3834857956,Clash games,Red,True,Seraphine,DUO_SUPPORT,BOTTOM,radaemon1
0,7,500,1,0,0,0,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
1,7,500,1,0,0,0,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
2,7,620,2,320,0,4,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
3,7,988,3,815,0,16,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
4,7,1413,4,1384,0,28,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
5,7,1721,5,1774,0,36,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
6,7,2028,5,2136,0,44,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
7,7,2480,5,2293,1,44,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
8,7,2812,6,2830,1,56,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
9,7,3335,6,3177,1,60,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
10,7,3632,7,3790,1,68,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
11,7,4460,8,4206,3,72,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
12,7,4687,8,4439,3,76,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
13,7,4984,8,4714,3,76,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
14,7,5244,9,5085,3,80,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
15,7,5671,9,5771,3,92,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
16,7,6101,10,6400,4,102,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
17,7,6308,10,6589,4,106,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
18,7,6901,11,7673,11,118,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
19,7,7023,11,7673,11,118,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
20,7,7367,11,8227,12,126,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
21,7,7602,12,8660,12,130,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
22,7,8120,12,9442,12,144,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
23,7,8412,12,9932,13,150,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
24,7,8626,13,10106,13,154,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
25,7,8953,13,10558,14,154,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
26,7,9345,13,11289,14,166,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
27,7,9768,14,11939,14,178,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
28,7,9980,14,11992,16,178,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
29,7,10437,14,12722,17,190,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
30,7,10790,15,13308,19,194,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
31,7,11196,15,13448,19,194,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
32,7,12522,16,15428,19,206,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
33,7,12743,16,15879,24,206,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
34,7,13268,16,16178,29,206,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
35,7,13803,17,16666,30,206,3834857956,Clash games,Red,True,Skarner,NONE,JUNGLE,PepegaMindset
0,8,500,1,0,0,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
1,8,500,1,0,0,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
2,8,583,1,181,3,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
3,8,853,3,722,11,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
4,8,1148,4,1206,18,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
5,8,1459,5,1870,26,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
6,8,1778,6,2562,37,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
7,8,2057,6,3075,43,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
8,8,2269,7,3379,45,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
9,8,2992,8,4276,45,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
10,8,3212,8,4789,51,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
11,8,4454,9,5240,53,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
12,8,4606,9,5277,54,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
13,8,5005,9,5850,60,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
14,8,5229,9,6067,61,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
15,8,5520,10,6546,72,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
16,8,6065,11,7483,89,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
17,8,6278,11,7964,95,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
18,8,6617,11,8569,103,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
19,8,6809,12,9022,108,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
20,8,6932,12,9209,108,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
21,8,7184,12,9493,113,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
22,8,7501,12,9945,121,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
23,8,7686,13,10337,125,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
24,8,8026,13,10850,134,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
25,8,8198,13,11254,134,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
26,8,8321,13,11254,134,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
27,8,8694,14,11920,145,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
28,8,9485,14,12770,161,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
29,8,9720,15,13161,168,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
30,8,10106,15,13761,176,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
31,8,10228,15,13931,176,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
32,8,10938,16,15516,176,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
33,8,11074,16,15702,177,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
34,8,11544,16,16004,182,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
35,8,11789,17,16498,184,0,3834857956,Clash games,Red,True,Sylas,SOLO,TOP,IrishGuy
0,10,500,1,0,0,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
1,10,500,1,0,0,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
2,10,625,1,270,6,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
3,10,976,3,904,17,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
4,10,1253,4,1416,26,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
5,10,1606,5,2050,37,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
6,10,1984,6,2714,49,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
7,10,2284,6,3021,51,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
8,10,2622,7,3595,61,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
9,10,3014,8,4073,68,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
10,10,3411,8,4589,81,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
11,10,4085,9,5404,85,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
12,10,4453,9,6038,95,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
13,10,5620,10,6510,100,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
14,10,5844,10,6702,101,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
15,10,6176,10,7273,113,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
16,10,6427,11,7516,117,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
17,10,6818,11,8187,129,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
18,10,7024,11,8458,134,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
19,10,7293,12,8881,138,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
20,10,7499,12,9428,143,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
21,10,7812,12,9916,147,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
22,10,8264,13,10585,163,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
23,10,8596,13,11038,171,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
24,10,9005,14,11672,183,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
25,10,9177,14,11748,183,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
26,10,9418,14,11899,186,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
27,10,9930,14,12432,200,0,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
28,10,10469,14,12918,205,4,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
29,10,10766,15,13222,211,4,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
30,10,11041,15,13524,216,4,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
31,10,11371,15,13941,220,4,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
32,10,12385,16,15414,223,4,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
33,10,12643,16,15661,225,8,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
34,10,13158,16,15963,227,8,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
35,10,13795,16,16458,234,8,3834857956,Clash games,Red,True,Syndra,SOLO,MIDDLE,SouporSecret
0,4,500,1,0,0,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
1,4,500,1,0,0,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
2,4,583,1,113,3,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
3,4,839,2,450,10,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
4,4,1144,3,901,21,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
5,4,1413,4,1297,27,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
6,4,1655,4,1560,33,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
7,4,1857,4,1693,35,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
8,4,2083,5,2025,38,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
9,4,2390,5,2365,45,0,3834857956,Clash games,Blue,False,Xayah,DUO_CARRY,BOTTOM,TheCoolChicken3
